id;img_path;name;id_brand;description;price
3;d874325a139a0f784802856a684fb957068b0500ac0e5cb3aa2dfc8ccda13bec.jpg;"Нож для пиццы Tescoma Delicia Dolce 630022";2;"!Нож для пиццы Tescoma Delicia Dolce 630022 представлен в эргономичном дизайне с удобной для удержания желтой рукояткой. Основа устройства произведена из нержавеющей стали, обеспечивающей устойчивость и длительный срок службы. Верхняя часть рукоятки дополнена пластиковым покрытием, исключающим скольжение в руках.
Рабочая область устройства Tescoma Delicia Dolce 630022 изготовлена из термостойкого нейлона, гарантирующего легкость разрезания теста, но при этом сохранность поверхности, на которой лежит пицца. Изделие можно мыть вручную или в посудомоечной машине. Приспособление весит 64 г и обладает размерами 23.1x7x2.2 см.";260.0

